,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2036,2020-09-16,BRU,Brussels,15,114,24,13,4,17,8,Brussels
2037,2020-09-16,WHT,Wallonia,14,32,6,3,0,4,0,Hainaut
2038,2020-09-16,VLI,Flanders,7,9,2,0,0,2,1,Limburg
2039,2020-09-16,WLG,Wallonia,12,41,12,7,0,5,0,Liège
2040,2020-09-16,WLX,Wallonia,3,4,1,0,0,0,1,Luxembourg
2041,2020-09-16,WNA,Wallonia,6,4,2,1,1,0,0,Namur
2042,2020-09-16,VOV,Flanders,14,32,4,1,0,5,4,OostVlaanderen
2043,2020-09-16,VBR,Flanders,6,14,4,3,0,0,1,VlaamsBrabant
2044,2020-09-16,WBR,Wallonia,2,3,0,0,0,1,0,BrabantWallon
2045,2020-09-16,VWV,Flanders,11,22,2,1,0,1,2,WestVlaanderen
2046,2020-09-17,VAN,Flanders,14,78,15,9,2,4,7,Antwerpen
2047,2020-09-17,BRU,Brussels,15,117,23,12,4,16,22,Brussels
2048,2020-09-17,WHT,Wallonia,14,36,6,4,0,5,3,Hainaut
2049,2020-09-17,VLI,Flanders,7,11,2,0,0,4,2,Limburg
2050,2020-09-17,WLG,Wallonia,12,50,12,8,1,9,1,Liège
2051,2020-09-17,WLX,Wallonia,3,4,1,0,0,0,0,Luxembourg
2052,2020-09-17,WNA,Wallonia,6,3,1,0,1,0,1,Namur
2053,2020-09-17,VOV,Flanders,14,30,3,1,0,3,3,OostVlaanderen
2054,2020-09-17,VBR,Flanders,6,13,3,3,0,1,2,VlaamsBrabant
2055,2020-09-17,WBR,Wallonia,2,2,0,0,0,0,1,BrabantWallon
2056,2020-09-17,VWV,Flanders,11,27,3,2,0,5,2,WestVlaanderen
2057,2020-09-18,VAN,Flanders,14,86,21,12,2,7,13,Antwerpen
2058,2020-09-18,BRU,Brussels,15,117,23,14,5,9,19,Brussels
2059,2020-09-18,WHT,Wallonia,14,42,5,3,0,6,3,Hainaut
2060,2020-09-18,VLI,Flanders,7,9,3,0,0,0,2,Limburg
2061,2020-09-18,WLG,Wallonia,12,52,15,9,1,7,6,Liège
2062,2020-09-18,WLX,Wallonia,3,5,1,0,0,2,1,Luxembourg
2063,2020-09-18,WNA,Wallonia,6,3,1,0,1,0,1,Namur
2064,2020-09-18,VOV,Flanders,14,34,3,1,0,11,7,OostVlaanderen
2065,2020-09-18,VBR,Flanders,6,14,3,3,0,1,0,VlaamsBrabant
2066,2020-09-18,WBR,Wallonia,2,1,0,0,0,0,1,BrabantWallon
2067,2020-09-18,VWV,Flanders,11,29,3,2,0,5,2,WestVlaanderen
2068,2020-09-19,VAN,Flanders,14,89,20,13,2,10,10,Antwerpen
2069,2020-09-19,BRU,Brussels,15,120,22,13,4,13,12,Brussels
2070,2020-09-19,WHT,Wallonia,14,45,7,3,0,7,2,Hainaut
2071,2020-09-19,VLI,Flanders,7,12,3,0,0,2,0,Limburg
2072,2020-09-19,WLG,Wallonia,12,53,12,9,1,5,5,Liège
2073,2020-09-19,WLX,Wallonia,3,8,2,0,0,0,0,Luxembourg
2074,2020-09-19,WNA,Wallonia,6,3,1,0,1,0,0,Namur
2075,2020-09-19,VOV,Flanders,14,42,5,1,0,12,5,OostVlaanderen
2076,2020-09-19,VBR,Flanders,6,14,3,3,0,1,1,VlaamsBrabant
2077,2020-09-19,WBR,Wallonia,2,3,0,0,0,2,0,BrabantWallon
2078,2020-09-19,VWV,Flanders,11,32,3,2,0,3,2,WestVlaanderen
2079,2020-09-20,VAN,Flanders,14,83,18,8,2,4,5,Antwerpen
2080,2020-09-20,BRU,Brussels,15,124,22,13,4,8,4,Brussels
2081,2020-09-20,WHT,Wallonia,14,47,6,4,0,12,1,Hainaut
2082,2020-09-20,VLI,Flanders,7,14,3,0,0,5,2,Limburg
2083,2020-09-20,WLG,Wallonia,12,61,14,9,1,9,1,Liège
2084,2020-09-20,WLX,Wallonia,3,8,1,0,0,0,0,Luxembourg
2085,2020-09-20,WNA,Wallonia,6,4,1,0,1,1,0,Namur
2086,2020-09-20,VOV,Flanders,14,45,6,2,0,4,2,OostVlaanderen
2087,2020-09-20,VBR,Flanders,6,12,2,2,0,0,1,VlaamsBrabant
2088,2020-09-20,WBR,Wallonia,2,3,1,0,0,0,0,BrabantWallon
2089,2020-09-20,VWV,Flanders,11,31,3,2,0,4,4,WestVlaanderen
2090,2020-09-21,VAN,Flanders,14,89,18,9,2,4,1,Antwerpen
2091,2020-09-21,BRU,Brussels,15,151,27,17,3,29,13,Brussels
2092,2020-09-21,WHT,Wallonia,14,58,6,4,0,6,2,Hainaut
2093,2020-09-21,VLI,Flanders,7,14,4,0,0,1,1,Limburg
2094,2020-09-21,WLG,Wallonia,12,64,14,9,1,3,0,Liège
2095,2020-09-21,WLX,Wallonia,3,10,1,0,0,1,0,Luxembourg
2096,2020-09-21,WNA,Wallonia,6,4,1,0,1,0,0,Namur
2097,2020-09-21,VOV,Flanders,14,50,7,3,0,9,0,OostVlaanderen
2098,2020-09-21,VBR,Flanders,6,12,2,2,0,1,1,VlaamsBrabant
2099,2020-09-21,WBR,Wallonia,2,4,1,0,0,1,0,BrabantWallon
2100,2020-09-21,VWV,Flanders,11,34,6,2,0,3,0,WestVlaanderen
2101,2020-09-22,VAN,Flanders,14,95,14,7,1,10,7,Antwerpen
2102,2020-09-22,BRU,Brussels,15,155,32,20,3,21,24,Brussels
2103,2020-09-22,WHT,Wallonia,14,60,7,4,0,7,4,Hainaut
2104,2020-09-22,VLI,Flanders,7,13,5,0,0,3,4,Limburg
2105,2020-09-22,WLG,Wallonia,12,58,14,9,1,5,10,Liège
2106,2020-09-22,WLX,Wallonia,3,9,1,0,0,0,1,Luxembourg
2107,2020-09-22,WNA,Wallonia,6,7,2,0,1,4,0,Namur
2108,2020-09-22,VOV,Flanders,14,54,9,3,0,11,7,OostVlaanderen
2109,2020-09-22,VBR,Flanders,6,13,3,2,0,2,1,VlaamsBrabant
2110,2020-09-22,WBR,Wallonia,2,4,1,0,0,0,0,BrabantWallon
2111,2020-09-22,VWV,Flanders,11,37,6,3,0,5,4,WestVlaanderen
2112,2020-09-23,VAN,Flanders,14,94,14,6,1,3,9,Antwerpen
2113,2020-09-23,BRU,Brussels,15,165,35,24,5,22,14,Brussels
2114,2020-09-23,WHT,Wallonia,14,67,7,4,0,4,1,Hainaut
2115,2020-09-23,VLI,Flanders,7,15,5,0,0,2,0,Limburg
2116,2020-09-23,WLG,Wallonia,12,70,13,9,1,16,4,Liège
2117,2020-09-23,WLX,Wallonia,3,10,0,0,0,0,1,Luxembourg
2118,2020-09-23,WNA,Wallonia,6,7,2,0,1,1,0,Namur
2119,2020-09-23,VOV,Flanders,14,55,8,4,0,5,5,OostVlaanderen
2120,2020-09-23,VBR,Flanders,6,24,3,2,0,9,3,VlaamsBrabant
2121,2020-09-23,WBR,Wallonia,2,4,1,0,0,1,1,BrabantWallon
2122,2020-09-23,VWV,Flanders,11,39,7,3,0,7,2,WestVlaanderen
2123,2020-09-24,VAN,Flanders,14,104,16,7,2,12,6,Antwerpen
2124,2020-09-24,BRU,Brussels,15,182,37,26,6,24,12,Brussels
2125,2020-09-24,WHT,Wallonia,14,72,8,4,0,7,5,Hainaut
2126,2020-09-24,VLI,Flanders,7,17,6,0,0,3,0,Limburg
2127,2020-09-24,WLG,Wallonia,12,74,13,9,1,9,3,Liège
2128,2020-09-24,WLX,Wallonia,3,8,0,0,0,1,1,Luxembourg
2129,2020-09-24,WNA,Wallonia,6,8,2,0,1,0,0,Namur
2130,2020-09-24,VOV,Flanders,14,65,11,6,0,16,7,OostVlaanderen
2131,2020-09-24,VBR,Flanders,6,30,3,2,0,7,1,VlaamsBrabant
2132,2020-09-24,WBR,Wallonia,2,4,1,0,0,0,0,BrabantWallon
2133,2020-09-24,VWV,Flanders,11,38,7,3,0,4,8,WestVlaanderen
2134,2020-09-25,VAN,Flanders,14,108,14,6,1,11,9,Antwerpen
2135,2020-09-25,BRU,Brussels,15,178,41,23,5,20,24,Brussels
2136,2020-09-25,WHT,Wallonia,14,77,8,4,0,7,7,Hainaut
2137,2020-09-25,VLI,Flanders,7,17,6,0,0,2,2,Limburg
2138,2020-09-25,WLG,Wallonia,12,81,16,11,1,12,8,Liège
2139,2020-09-25,WLX,Wallonia,3,7,0,0,0,0,0,Luxembourg
2140,2020-09-25,WNA,Wallonia,6,7,2,0,1,1,2,Namur
2141,2020-09-25,VOV,Flanders,14,69,11,7,0,6,3,OostVlaanderen
2142,2020-09-25,VBR,Flanders,6,29,3,2,0,5,2,VlaamsBrabant
2143,2020-09-25,WBR,Wallonia,2,6,1,0,0,2,0,BrabantWallon
2144,2020-09-25,VWV,Flanders,11,41,8,2,0,6,4,WestVlaanderen
2145,2020-09-26,VAN,Flanders,14,113,17,5,1,7,9,Antwerpen
2146,2020-09-26,BRU,Brussels,15,178,40,26,4,13,15,Brussels
2147,2020-09-26,WHT,Wallonia,14,80,10,3,0,10,7,Hainaut
2148,2020-09-26,VLI,Flanders,7,16,6,1,0,1,2,Limburg
2149,2020-09-26,WLG,Wallonia,12,79,20,12,0,7,6,Liège
2150,2020-09-26,WLX,Wallonia,3,8,1,0,0,1,0,Luxembourg
2151,2020-09-26,WNA,Wallonia,6,7,3,1,1,1,1,Namur
2152,2020-09-26,VOV,Flanders,14,71,10,7,0,7,14,OostVlaanderen
2153,2020-09-26,VBR,Flanders,6,27,2,2,0,1,2,VlaamsBrabant
2154,2020-09-26,WBR,Wallonia,2,6,1,0,0,0,2,BrabantWallon
2155,2020-09-26,VWV,Flanders,11,41,10,3,0,3,4,WestVlaanderen
2156,2020-09-27,VAN,Flanders,14,116,21,5,1,7,6,Antwerpen
2157,2020-09-27,BRU,Brussels,15,190,42,28,4,18,9,Brussels
2158,2020-09-27,WHT,Wallonia,14,81,10,3,0,1,0,Hainaut
2159,2020-09-27,VLI,Flanders,7,17,6,0,0,3,1,Limburg
2160,2020-09-27,WLG,Wallonia,12,85,21,12,0,6,6,Liège
2161,2020-09-27,WLX,Wallonia,3,8,3,1,0,1,1,Luxembourg
2162,2020-09-27,WNA,Wallonia,6,6,3,1,1,0,0,Namur
2163,2020-09-27,VOV,Flanders,14,74,14,7,0,7,2,OostVlaanderen
2164,2020-09-27,VBR,Flanders,6,25,2,2,0,1,3,VlaamsBrabant
2165,2020-09-27,WBR,Wallonia,2,9,3,1,0,2,0,BrabantWallon
2166,2020-09-27,VWV,Flanders,11,43,10,3,0,0,1,WestVlaanderen
2167,2020-09-28,VAN,Flanders,14,128,25,8,1,6,3,Antwerpen
2168,2020-09-28,BRU,Brussels,15,210,44,28,3,23,13,Brussels
2169,2020-09-28,WHT,Wallonia,14,89,11,5,0,12,3,Hainaut
2170,2020-09-28,VLI,Flanders,7,20,6,2,0,2,1,Limburg
2171,2020-09-28,WLG,Wallonia,12,87,21,13,0,5,2,Liège
2172,2020-09-28,WLX,Wallonia,3,9,3,0,0,0,0,Luxembourg
2173,2020-09-28,WNA,Wallonia,6,7,3,1,1,1,0,Namur
2174,2020-09-28,VOV,Flanders,14,76,13,8,0,4,1,OostVlaanderen
2175,2020-09-28,VBR,Flanders,6,27,2,2,0,3,0,VlaamsBrabant
2176,2020-09-28,WBR,Wallonia,2,9,3,1,0,0,0,BrabantWallon
2177,2020-09-28,VWV,Flanders,11,46,9,3,0,5,3,WestVlaanderen
2178,2020-09-29,VAN,Flanders,14,138,28,7,1,12,12,Antwerpen
2179,2020-09-29,BRU,Brussels,15,221,46,32,2,30,25,Brussels
2180,2020-09-29,WHT,Wallonia,14,86,13,6,0,9,9,Hainaut
2181,2020-09-29,VLI,Flanders,7,20,6,1,0,5,4,Limburg
2182,2020-09-29,WLG,Wallonia,12,91,24,13,0,16,11,Liège
2183,2020-09-29,WLX,Wallonia,3,10,1,0,0,0,1,Luxembourg
2184,2020-09-29,WNA,Wallonia,6,8,3,1,1,1,0,Namur
2185,2020-09-29,VOV,Flanders,14,66,13,7,0,3,9,OostVlaanderen
2186,2020-09-29,VBR,Flanders,6,24,3,2,0,4,6,VlaamsBrabant
2187,2020-09-29,WBR,Wallonia,2,8,3,1,0,0,1,BrabantWallon
2188,2020-09-29,VWV,Flanders,11,44,10,3,0,4,7,WestVlaanderen
2189,2020-09-30,VAN,Flanders,14,134,27,6,1,4,5,Antwerpen
2190,2020-09-30,BRU,Brussels,15,235,51,35,3,34,30,Brussels
2191,2020-09-30,WHT,Wallonia,14,89,18,10,0,7,8,Hainaut
2192,2020-09-30,VLI,Flanders,7,23,5,1,0,6,3,Limburg
2193,2020-09-30,WLG,Wallonia,12,99,21,11,0,9,2,Liège
2194,2020-09-30,WLX,Wallonia,3,8,1,0,0,1,0,Luxembourg
2195,2020-09-30,WNA,Wallonia,6,10,4,1,1,2,0,Namur
2196,2020-09-30,VOV,Flanders,14,68,14,5,0,17,13,OostVlaanderen
2197,2020-09-30,VBR,Flanders,6,21,5,2,0,0,3,VlaamsBrabant
2198,2020-09-30,WBR,Wallonia,2,7,3,1,0,0,1,BrabantWallon
2199,2020-09-30,VWV,Flanders,11,45,8,3,0,4,3,WestVlaanderen
2200,2020-10-01,VAN,Flanders,14,145,27,6,1,12,11,Antwerpen
2201,2020-10-01,BRU,Brussels,15,245,49,32,3,33,24,Brussels
2202,2020-10-01,WHT,Wallonia,14,94,15,9,0,10,4,Hainaut
2203,2020-10-01,VLI,Flanders,7,25,6,1,0,4,4,Limburg
2204,2020-10-01,WLG,Wallonia,12,100,20,11,0,9,9,Liège
2205,2020-10-01,WLX,Wallonia,3,8,1,0,0,0,0,Luxembourg
2206,2020-10-01,WNA,Wallonia,6,11,5,2,1,1,0,Namur
2207,2020-10-01,VOV,Flanders,14,66,15,5,0,8,11,OostVlaanderen
2208,2020-10-01,VBR,Flanders,6,25,5,1,0,4,1,VlaamsBrabant
2209,2020-10-01,WBR,Wallonia,2,9,3,1,0,2,0,BrabantWallon
2210,2020-10-01,VWV,Flanders,11,45,10,3,0,4,3,WestVlaanderen
2211,2020-10-02,VAN,Flanders,14,147,29,7,1,11,8,Antwerpen
2212,2020-10-02,BRU,Brussels,15,240,50,32,4,11,12,Brussels
2213,2020-10-02,WHT,Wallonia,14,88,15,9,0,9,12,Hainaut
2214,2020-10-02,VLI,Flanders,7,25,6,0,0,3,4,Limburg
2215,2020-10-02,WLG,Wallonia,12,103,21,11,0,9,3,Liège
2216,2020-10-02,WLX,Wallonia,3,8,1,0,0,0,0,Luxembourg
2217,2020-10-02,WNA,Wallonia,6,17,4,1,1,6,0,Namur
2218,2020-10-02,VOV,Flanders,14,75,17,5,0,5,4,OostVlaanderen
2219,2020-10-02,VBR,Flanders,6,33,6,2,0,9,3,VlaamsBrabant
2220,2020-10-02,WBR,Wallonia,2,9,2,1,0,1,1,BrabantWallon
2221,2020-10-02,VWV,Flanders,11,44,12,4,0,3,4,WestVlaanderen
2222,2020-10-03,VAN,Flanders,14,152,33,13,1,8,16,Antwerpen
2223,2020-10-03,BRU,Brussels,15,246,51,30,5,20,25,Brussels
2224,2020-10-03,WHT,Wallonia,14,93,17,10,0,12,8,Hainaut
2225,2020-10-03,VLI,Flanders,7,29,8,0,0,4,0,Limburg
2226,2020-10-03,WLG,Wallonia,12,115,27,12,0,16,10,Liège
2227,2020-10-03,WLX,Wallonia,3,7,2,0,0,0,1,Luxembourg
2228,2020-10-03,WNA,Wallonia,6,17,5,1,1,0,1,Namur
2229,2020-10-03,VOV,Flanders,14,75,18,6,0,6,6,OostVlaanderen
2230,2020-10-03,VBR,Flanders,6,36,8,2,0,6,2,VlaamsBrabant
2231,2020-10-03,WBR,Wallonia,2,7,2,1,0,0,2,BrabantWallon
2232,2020-10-03,VWV,Flanders,11,42,14,4,0,1,3,WestVlaanderen
2233,2020-10-04,VAN,Flanders,14,155,33,13,2,10,6,Antwerpen
2234,2020-10-04,BRU,Brussels,15,238,52,31,6,18,12,Brussels
2235,2020-10-04,WHT,Wallonia,14,113,18,7,0,24,2,Hainaut
2236,2020-10-04,VLI,Flanders,7,33,6,0,0,5,1,Limburg
2237,2020-10-04,WLG,Wallonia,12,131,27,12,0,12,3,Liège
2238,2020-10-04,WLX,Wallonia,3,10,2,0,0,3,0,Luxembourg
2239,2020-10-04,WNA,Wallonia,6,20,4,1,1,2,0,Namur
2240,2020-10-04,VOV,Flanders,14,84,18,6,0,9,7,OostVlaanderen
2241,2020-10-04,VBR,Flanders,6,35,9,2,0,3,2,VlaamsBrabant
2242,2020-10-04,WBR,Wallonia,2,7,2,1,0,0,0,BrabantWallon
2243,2020-10-04,VWV,Flanders,11,40,15,4,0,0,1,WestVlaanderen
2244,2020-10-05,VAN,Flanders,14,168,33,13,1,12,3,Antwerpen
2245,2020-10-05,BRU,Brussels,15,260,55,34,5,30,17,Brussels
2246,2020-10-05,WHT,Wallonia,14,125,19,9,0,11,0,Hainaut
2247,2020-10-05,VLI,Flanders,7,33,8,0,0,2,2,Limburg
2248,2020-10-05,WLG,Wallonia,12,140,29,12,1,11,0,Liège
2249,2020-10-05,WLX,Wallonia,3,12,4,0,0,1,0,Luxembourg
2250,2020-10-05,WNA,Wallonia,6,21,5,2,0,3,1,Namur
2251,2020-10-05,VOV,Flanders,14,93,18,6,0,8,1,OostVlaanderen
2252,2020-10-05,VBR,Flanders,6,38,8,2,0,3,3,VlaamsBrabant
2253,2020-10-05,WBR,Wallonia,2,9,2,1,0,2,0,BrabantWallon
2254,2020-10-05,VWV,Flanders,11,38,14,4,0,4,6,WestVlaanderen
2255,2020-10-06,VAN,Flanders,14,173,32,15,1,11,12,Antwerpen
2256,2020-10-06,BRU,Brussels,15,270,56,34,6,28,26,Brussels
2257,2020-10-06,WHT,Wallonia,14,128,18,8,0,16,10,Hainaut
2258,2020-10-06,VLI,Flanders,7,32,7,0,0,3,3,Limburg
2259,2020-10-06,WLG,Wallonia,12,122,26,12,1,12,16,Liège
2260,2020-10-06,WLX,Wallonia,3,11,4,0,0,1,2,Luxembourg
2261,2020-10-06,WNA,Wallonia,6,21,4,2,0,4,4,Namur
2262,2020-10-06,VOV,Flanders,14,100,18,6,0,17,13,OostVlaanderen
2263,2020-10-06,VBR,Flanders,6,36,8,2,0,0,0,VlaamsBrabant
2264,2020-10-06,WBR,Wallonia,2,11,2,1,0,4,3,BrabantWallon
2265,2020-10-06,VWV,Flanders,11,48,14,5,0,8,4,WestVlaanderen
2266,2020-10-07,VAN,Flanders,14,194,35,20,1,21,15,Antwerpen
2267,2020-10-07,BRU,Brussels,15,286,56,34,7,38,26,Brussels
2268,2020-10-07,WHT,Wallonia,14,131,18,9,0,16,15,Hainaut
2269,2020-10-07,VLI,Flanders,7,39,8,1,0,8,3,Limburg
2270,2020-10-07,WLG,Wallonia,12,150,29,13,1,13,4,Liège
2271,2020-10-07,WLX,Wallonia,3,13,4,0,0,4,2,Luxembourg
2272,2020-10-07,WNA,Wallonia,6,31,6,2,0,9,3,Namur
2273,2020-10-07,VOV,Flanders,14,104,18,6,0,11,8,OostVlaanderen
2274,2020-10-07,VBR,Flanders,6,41,9,1,0,5,2,VlaamsBrabant
2275,2020-10-07,WBR,Wallonia,2,11,2,2,0,2,1,BrabantWallon
2276,2020-10-07,VWV,Flanders,11,50,16,6,0,5,4,WestVlaanderen
2277,2020-10-08,VAN,Flanders,14,199,36,19,1,13,13,Antwerpen
2278,2020-10-08,BRU,Brussels,15,298,60,36,7,37,28,Brussels
2279,2020-10-08,WHT,Wallonia,14,132,18,7,0,17,14,Hainaut
2280,2020-10-08,VLI,Flanders,7,41,7,1,0,2,3,Limburg
2281,2020-10-08,WLG,Wallonia,12,173,33,13,1,28,11,Liège
2282,2020-10-08,WLX,Wallonia,3,14,5,0,0,0,0,Luxembourg
2283,2020-10-08,WNA,Wallonia,6,34,8,4,0,4,2,Namur
2284,2020-10-08,VOV,Flanders,14,117,16,7,0,14,8,OostVlaanderen
2285,2020-10-08,VBR,Flanders,6,41,10,1,0,3,1,VlaamsBrabant
2286,2020-10-08,WBR,Wallonia,2,9,2,2,0,2,3,BrabantWallon
2287,2020-10-08,VWV,Flanders,11,52,18,6,0,4,3,WestVlaanderen
2288,2020-10-09,VAN,Flanders,14,196,35,21,1,12,16,Antwerpen
2289,2020-10-09,BRU,Brussels,15,305,60,33,6,29,24,Brussels
2290,2020-10-09,WHT,Wallonia,14,144,19,9,0,22,13,Hainaut
2291,2020-10-09,VLI,Flanders,7,42,7,3,0,5,7,Limburg
2292,2020-10-09,WLG,Wallonia,12,203,35,14,1,31,13,Liège
2293,2020-10-09,WLX,Wallonia,3,17,4,1,0,3,0,Luxembourg
2294,2020-10-09,WNA,Wallonia,6,40,9,3,0,6,2,Namur
2295,2020-10-09,VOV,Flanders,14,125,19,7,0,12,12,OostVlaanderen
2296,2020-10-09,VBR,Flanders,6,45,9,1,0,4,0,VlaamsBrabant
2297,2020-10-09,WBR,Wallonia,2,10,2,1,0,3,1,BrabantWallon
2298,2020-10-09,VWV,Flanders,11,64,15,5,0,15,3,WestVlaanderen
2299,2020-10-10,VAN,Flanders,14,206,37,21,1,15,21,Antwerpen
2300,2020-10-10,BRU,Brussels,15,320,60,32,7,32,40,Brussels
2301,2020-10-10,WHT,Wallonia,14,154,23,10,0,23,16,Hainaut
2302,2020-10-10,VLI,Flanders,7,41,8,3,0,5,6,Limburg
2303,2020-10-10,WLG,Wallonia,12,220,35,16,1,29,17,Liège
2304,2020-10-10,WLX,Wallonia,3,20,3,1,0,3,1,Luxembourg
2305,2020-10-10,WNA,Wallonia,6,52,12,3,0,20,2,Namur
2306,2020-10-10,VOV,Flanders,14,117,20,6,0,11,16,OostVlaanderen
2307,2020-10-10,VBR,Flanders,6,46,11,1,0,5,3,VlaamsBrabant
2308,2020-10-10,WBR,Wallonia,2,14,2,1,0,7,3,BrabantWallon
2309,2020-10-10,VWV,Flanders,11,70,17,5,0,10,5,WestVlaanderen
2310,2020-10-11,VAN,Flanders,14,215,36,20,2,16,11,Antwerpen
2311,2020-10-11,BRU,Brussels,15,315,62,33,8,22,20,Brussels
2312,2020-10-11,WHT,Wallonia,14,171,26,12,0,22,7,Hainaut
2313,2020-10-11,VLI,Flanders,7,38,9,3,0,1,4,Limburg
2314,2020-10-11,WLG,Wallonia,12,240,42,22,1,27,19,Liège
2315,2020-10-11,WLX,Wallonia,3,23,3,0,0,3,0,Luxembourg
2316,2020-10-11,WNA,Wallonia,6,55,14,5,0,9,1,Namur
2317,2020-10-11,VOV,Flanders,14,127,19,6,0,11,3,OostVlaanderen
2318,2020-10-11,VBR,Flanders,6,59,15,4,0,8,2,VlaamsBrabant
2319,2020-10-11,WBR,Wallonia,2,17,2,0,0,3,0,BrabantWallon
2320,2020-10-11,VWV,Flanders,11,74,17,6,0,9,4,WestVlaanderen
2321,2020-10-12,VAN,Flanders,14,228,38,19,2,14,6,Antwerpen
2322,2020-10-12,BRU,Brussels,15,330,65,43,8,35,24,Brussels
2323,2020-10-12,WHT,Wallonia,14,191,30,13,0,24,6,Hainaut
2324,2020-10-12,VLI,Flanders,7,42,13,4,0,8,2,Limburg
2325,2020-10-12,WLG,Wallonia,12,272,50,24,0,33,2,Liège
2326,2020-10-12,WLX,Wallonia,3,26,3,1,0,3,0,Luxembourg
2327,2020-10-12,WNA,Wallonia,6,64,12,3,0,8,1,Namur
2328,2020-10-12,VOV,Flanders,14,144,23,10,0,14,6,OostVlaanderen
2329,2020-10-12,VBR,Flanders,6,65,15,2,0,8,3,VlaamsBrabant
2330,2020-10-12,WBR,Wallonia,2,21,2,0,0,5,0,BrabantWallon
2331,2020-10-12,VWV,Flanders,11,90,17,7,0,13,2,WestVlaanderen
2332,2020-10-13,VAN,Flanders,14,244,39,17,1,21,23,Antwerpen
2333,2020-10-13,BRU,Brussels,15,347,67,46,9,43,31,Brussels
2334,2020-10-13,WHT,Wallonia,14,219,34,19,0,37,16,Hainaut
2335,2020-10-13,VLI,Flanders,7,40,12,6,0,1,6,Limburg
2336,2020-10-13,WLG,Wallonia,12,315,46,26,0,39,11,Liège
2337,2020-10-13,WLX,Wallonia,3,29,4,1,0,5,2,Luxembourg
2338,2020-10-13,WNA,Wallonia,6,77,14,5,0,12,1,Namur
2339,2020-10-13,VOV,Flanders,14,152,27,10,0,24,21,OostVlaanderen
2340,2020-10-13,VBR,Flanders,6,65,16,3,0,6,4,VlaamsBrabant
2341,2020-10-13,WBR,Wallonia,2,22,2,0,0,1,2,BrabantWallon
2342,2020-10-13,VWV,Flanders,11,112,20,9,0,24,11,WestVlaanderen
2343,2020-10-14,VAN,Flanders,14,267,40,22,1,24,12,Antwerpen
2344,2020-10-14,BRU,Brussels,15,366,71,45,9,49,41,Brussels
2345,2020-10-14,WHT,Wallonia,14,259,41,25,0,49,13,Hainaut
2346,2020-10-14,VLI,Flanders,7,47,11,5,0,6,4,Limburg
2347,2020-10-14,WLG,Wallonia,12,338,51,29,0,41,14,Liège
2348,2020-10-14,WLX,Wallonia,3,31,6,2,0,7,5,Luxembourg
2349,2020-10-14,WNA,Wallonia,6,96,19,8,0,20,3,Namur
2350,2020-10-14,VOV,Flanders,14,171,29,9,1,32,17,OostVlaanderen
2351,2020-10-14,VBR,Flanders,6,65,17,4,0,6,7,VlaamsBrabant
2352,2020-10-14,WBR,Wallonia,2,23,3,0,0,6,6,BrabantWallon
2353,2020-10-14,VWV,Flanders,11,115,25,11,0,15,13,WestVlaanderen
2354,2020-10-15,VAN,Flanders,14,282,42,22,1,28,17,Antwerpen
2355,2020-10-15,BRU,Brussels,15,393,70,47,8,56,34,Brussels
2356,2020-10-15,WHT,Wallonia,14,285,48,29,1,50,25,Hainaut
2357,2020-10-15,VLI,Flanders,7,52,11,3,3,6,2,Limburg
2358,2020-10-15,WLG,Wallonia,12,389,59,29,0,61,20,Liège
2359,2020-10-15,WLX,Wallonia,3,36,5,1,0,4,1,Luxembourg
2360,2020-10-15,WNA,Wallonia,6,106,20,8,0,17,8,Namur
2361,2020-10-15,VOV,Flanders,14,182,30,12,0,28,16,OostVlaanderen
2362,2020-10-15,VBR,Flanders,6,69,15,3,0,7,4,VlaamsBrabant
2363,2020-10-15,WBR,Wallonia,2,26,5,0,0,6,2,BrabantWallon
2364,2020-10-15,VWV,Flanders,11,131,22,12,0,21,4,WestVlaanderen
2365,2020-10-16,VAN,Flanders,14,287,48,23,1,20,20,Antwerpen
2366,2020-10-16,BRU,Brussels,15,411,72,48,10,27,30,Brussels
2367,2020-10-16,WHT,Wallonia,14,338,50,27,0,65,17,Hainaut
2368,2020-10-16,VLI,Flanders,7,60,14,4,2,9,4,Limburg
2369,2020-10-16,WLG,Wallonia,12,413,65,30,0,40,25,Liège
2370,2020-10-16,WLX,Wallonia,3,48,9,2,0,15,2,Luxembourg
2371,2020-10-16,WNA,Wallonia,6,112,22,11,0,9,7,Namur
2372,2020-10-16,VOV,Flanders,14,199,36,13,0,23,16,OostVlaanderen
2373,2020-10-16,VBR,Flanders,6,67,13,3,0,5,7,VlaamsBrabant
2374,2020-10-16,WBR,Wallonia,2,25,5,0,0,3,4,BrabantWallon
2375,2020-10-16,VWV,Flanders,11,139,24,11,0,24,15,WestVlaanderen
2376,2020-10-17,VAN,Flanders,14,295,53,23,1,32,28,Antwerpen
2377,2020-10-17,BRU,Brussels,15,460,82,50,10,63,38,Brussels
2378,2020-10-17,WHT,Wallonia,14,371,52,31,0,63,31,Hainaut
2379,2020-10-17,VLI,Flanders,7,60,18,4,2,14,8,Limburg
2380,2020-10-17,WLG,Wallonia,12,466,65,30,0,78,40,Liège
2381,2020-10-17,WLX,Wallonia,3,51,9,3,0,7,1,Luxembourg
